resource_id,resource_name,resource_url,description,archived,format,type,runtime,subject_areas,authoring_organization,intended_audiences,record_modified,resource_revised
L002441112,Preprints: Accelerating Research,https://www.nlm.nih.gov/oet/ed/pmc/preprints/index.html,"What are preprints, and how are they changing how biomedical research results are shared? Should you use information from preprints? Should you share your own research results in a preprint? This 1-hour online, self-paced course from the National Library of Medicine for researchers, librarians, and others explains the basics of preprints, and explores the benefits and considerations of using and submitting preprints.",False,HTML,Tutorial,60.0,Preprints,"Training Team, User Engagement Program",Everyone,03/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM
L002443112,Preprints: Accelerating Research (SCORM package),https://www.nlm.nih.gov/oet/ed/pmc/preprints/preprints_SCORM.zip,"What are preprints, and how are they changing how biomedical research results are shared? Should you use information from preprints? Should you share your own research results in a preprint? This 1-hour online, self-paced course from the National Library of Medicine for researchers, librarians, and others explains the basics of preprints, and explores the benefits and considerations of using and submitting preprints.",False,ZIP,SCORM Package,60.0,PubMed; PubMed Central; Preprints; Public Access,"Training Team, User Engagement Program",Educator; Developer,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM
L002442112,Preprints: Accelerating Research (requires free registration),https://www.nnlm.gov/training/class-catalog/preprints-accelerating-research,"What are preprints, and how are they changing how biomedical research results are shared? Should you use information from preprints? Should you share your own research results in a preprint? This course from the National Library of Medicine® explains the basics of preprints, and explores the benefits and considerations of using and submitting preprints.",False,HTML,On-Demand Course,60.0,PubMed; PubMed Central; Preprints,"Training Team, User Engagement Program",Everyone,03/14/2025 12:00:00 AM,11/16/2024 12:00:00 AM
L002367112,Prescription and Over the Counter Drugs: Supporting Patients with Evidence-Based Information (requires free registration),https://www.nnlm.gov/training/class-catalog/prescription-and-over-counter-drugs-supporting-patients-evidence-based,"This 1 credit hour on-demand course will cover differences between prescription and over the counter medications, data regarding use in the United States, and three free resources from the National Library of Medicine and National Institutes of Health: the NIDA website, DailyMed and LactMed.  The course includes a recorded presentation, demos of the resources, and guided exercises to try the resources hands-on.",False,HTML,On-Demand Course,Unknown,Drugs and Chemicals; Other,Network of the National Library of Medicine,Everyone; Educator,03/14/2025 12:00:00 AM,08/18/2021 12:00:00 AM
L003421112,Privacy Research & Clinical Text Deidentification with NLM-Scrubber,https://youtu.be/3g5wCeDTjpA,"We strive to discover new clinical facts to promote evidence-based clinical sciences, but such potential discoveries are locked in electronic health record systems due to privacy concerns. Unfortunately, there is no silver bullet to resolve this vexing social concern. In this presentation, Dr. Mehmet Kayaalp deconstructs the problem to understand what makes privacy so complex. How can we tap into big health data while preserving the privacy of the patient? One technological solution is NLM-Scrubber, a clinical text de-identification tool developed at the National Library of Medicine. Dr. Kayaalp discusses what NLM-Scrubber offers to clinical scientists, data managers, and privacy officers in academic medical settings.",False,MP4 Video,YouTube Video,60.0,Clinical Medicine; Data Management,Network of the National Library of Medicine,Everyone; Educator; Developer,10/12/2022 12:00:00 AM,03/17/2020 12:00:00 AM
L005808112,Providing Mental Health Resources at Your Library,https://www.youtube.com/watch?v=wMb_KG2Oiwk,This 1-hour webinar will discuss how to effectively respond to requests for mental health information at your library.,False,MP4 Video,YouTube Video,37.0,Other; Consumer Health,Network of the National Library of Medicine,Educator,03/14/2025 12:00:00 AM,03/14/2025 12:00:00 AM
L005812112,Providing Multilingual Health Information,https://www.youtube.com/watch?v=c_rkN-kSVa0,This 1-hour live session is designed to assist librarians and others in locating health information.,False,MP4 Video,YouTube Video,53.0,Consumer Health,Network of the National Library of Medicine,Everyone; Educator,03/14/2025 12:00:00 AM,03/14/2025 12:00:00 AM
L003541112,Proximity Searching in PubMed,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/proximity/index.html,This tutorial demonstrates how to use proximity searching to find terms close to each other in PubMed. Search for multiple terms appearing in any order within a specified distance of one another in the [Title] or [Title/Abstract] fields.,False,MP4 Video,Quick Tour,4.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,10/09/2024 12:00:00 AM,10/09/2024 12:00:00 AM
L003542112,Proximity Searching in PubMed (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_Proximity_Searching_SCORM.zip,This tutorial demonstrates how to use proximity searching to find terms close to each other in PubMed. Search for multiple terms appearing in any order within a specified distance of one another in the [Title] or [Title/Abstract] fields.,False,ZIP,SCORM Package,4.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,10/09/2024 12:00:00 AM,10/09/2024 12:00:00 AM
L003232112,PubChem (NLM Product Outreach Guide),https://www.nnlm.gov/Brq5S,"The world's largest collection of freely accessible chemical information. This brief product guide to PubChem is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",False,PDF,Document,Unknown,Drugs and Chemicals; PubChem,Network of the National Library of Medicine,Educator,07/12/2024 12:00:00 AM,08/12/2022 12:00:00 AM
L003182112,PubChem Tutorial,https://www.nlm.nih.gov/oet/ed/pubchem/tutorial/index.html,"This self-paced PubChem tutorial guides you through how to access chemical property and structure data that the hundreds of academic, government, and industrial sources contribute to PubChem.",False,HTML,Tutorial,120.0,Drugs and Chemicals; PubChem,"Training Team, User Engagement Program",Everyone; Educator,09/19/2024 12:00:00 AM,09/19/2024 12:00:00 AM
L003641112,PubChem Tutorial (SCORM package),https://www.nlm.nih.gov/oet/ed/pubchem/tutorial/PubChem_SCORM.zip,"This self-paced PubChem tutorial guides you through how to access chemical property and structure data that the hundreds of academic, government, and industrial sources contribute to PubChem. This is the SCORM version for download and use in course management systems.",False,ZIP,SCORM Package,60.0,Drugs and Chemicals; PubChem,"Training Team, User Engagement Program",Educator; Developer,09/19/2024 12:00:00 AM,09/19/2024 12:00:00 AM
L003181112,PubChem Tutorial - On Demand (requires free registration),https://www.nnlm.gov/training/class-catalog/pubchem-tutorial,"This self-paced PubChem tutorial guides you through how to access chemical property and structure data that hundreds of academic, government and industrial sources contribute to PubChem.",False,HTML,On-Demand Course,120.0,Drugs and Chemicals; PubChem,"Training Team, User Engagement Program",Everyone; Educator,03/14/2025 12:00:00 AM,09/23/2024 12:00:00 AM
L000661112,PubMed Essentials - On Demand (requires free registration),https://www.nnlm.gov/training/class-catalog/pubmed-essentials-demand,"If you’re new to PubMed or just want a refresher, this online class is designed for you. The class is made up of 10 short units that include videos, exercises and quizzes. The class gives you the chance to explore PubMed at your own pace with guided tours and exercises. This class takes about 1 hour to complete.",False,HTML,On-Demand Course,60.0,PubMed,Network of the National Library of Medicine,Everyone,03/14/2025 12:00:00 AM,12/06/2024 12:00:00 AM
L003281112,PubMed Find Articles from a Citation,https://youtu.be/ht2HBFrW3IM,A brief tutorial on how to find articles in PubMed using a citation.,False,MP4 Video,YouTube Video,1.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM
L003581112,PubMed Proximity Searching,https://youtu.be/9eA-5UCKsEY,"This tutorial demonstrates how to use proximity searching to find terms close to each other in PubMed. Search for multiple terms appearing in any order within a specified distance of one another in the [Title], [Title/Abstract], or affiliation [ad] fields.",False,MP4 Video,YouTube Video,4.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,10/11/2024 12:00:00 AM,10/11/2024 12:00:00 AM
L001261112,PubMed Subject Search: How It Works,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/topic_how_it_works/index.html,A brief tutorial on how automatic term mapping and explosion enhance your PubMed search.,False,MP4 Video,Quick Tour,4.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM
L001262112,PubMed Subject Search: How It Works (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_SubjectSearchHowItWorks_SCORM.zip,A brief tutorial on how automatic term mapping and explosion enhance your PubMed search (SCORM version).,False,ZIP,SCORM Package,4.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,06/28/2024 12:00:00 AM,01/12/2023 12:00:00 AM
L003663112,PubMed Subject Search: How it Works,https://youtu.be/6PhCRjQDfeI,A brief tutorial on how automatic term mapping and explosion enhance your PubMed search.,False,MP4 Video,YouTube Video,4.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,12/15/2023 12:00:00 AM,12/15/2023 12:00:00 AM
L001701112,PubMed Update for the Medical Library Association (MLA) 2020 Virtual Conference,https://www.nlm.nih.gov/oet/exhibits/mla/2020/PubMed_Update.html,Marie Collins from the National Library of Medicine provides a PubMed update for the Medical Library Association (MLA) 2020 Virtual Conference.,False,MP4 Video,Webinar,17.0,PubMed,"Training Team, User Engagement Program",Everyone,10/26/2022 12:00:00 AM,07/23/2020 12:00:00 AM
L003861112,PubMed and MedlinePlus: Consumer Health,https://youtu.be/4r8K4EyHTho,Help patients and their families find research in PubMed using MedlinePlus.,False,MP4 Video,YouTube Video,5.0,MedlinePlus; PubMed,"Training Team, User Engagement Program",Everyone; Educator,05/02/2024 12:00:00 AM,05/02/2024 12:00:00 AM
L001381112,PubMed and MedlinePlus: Consumer health,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/consumer/index.html,Help consumers find research in PubMed using MedlinePlus.,False,MP4 Video,Quick Tour,3.0,MedlinePlus; PubMed,"Training Team, User Engagement Program",Educator,04/26/2024 12:00:00 AM,04/26/2024 12:00:00 AM
L003301112,PubMed: Buscar artículos de una cita | PubMed: Search for articles from a citation (Spanish),https://youtu.be/KjBjfDgdTB4,Siga estas instrucciones para buscar artículos de una cita en PubMed.,False,MP4 Video,YouTube Video,1.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM
L002703112,PubMed: Buscar artículos de una cita | PubMed: Search for articles from a citation (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/citation/index.html,Siga estas instrucciones para buscar artículos de una cita en PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,07/08/2024 12:00:00 AM,07/08/2024 12:00:00 AM
L003306112,PubMed: Buscar artículos por autor | PubMed: Search for articles by author (Spanish),https://youtu.be/ZkIsudMtrmE,Siga estas instrucciones para buscar artículos por autor en PubMed.,False,MP4 Video,YouTube Video,3.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,06/17/2024 12:00:00 AM,09/07/2022 12:00:00 AM
L002702112,PubMed: Buscar artículos por autor | PubMed: Search for articles by author (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/author/index.html,Siga estas instrucciones para buscar artículos por autor.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,12/08/2023 12:00:00 AM,12/08/2023 12:00:00 AM
L002705112,PubMed: Buscar artículos por revista | PubMed: Search for articles by journal (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/journal/index.html,Siga estas instrucciones para buscar artículos por revista en PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM
L003084112,PubMed: Buscar artículos por revista | PubMed: Search for articles by journal (Spanish),https://youtu.be/mfiBvxP2LS8,Siga estas instrucciones para buscar artículos por revista en PubMed. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/.,False,MP4 Video,YouTube Video,2.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,11/20/2024 12:00:00 AM,11/20/2024 12:00:00 AM
L003082112,PubMed: Buscar artículos sobre un tema | PubMed: Search for articles about a topic (Spanish),https://youtu.be/8iWHwrzNT0k,Este video describe como buscar artículos sobre un tema en PubMed. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/.,False,MP4 Video,YouTube Video,1.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM
L002706112,PubMed: Buscar artículos sobre un tema | PubMed: Search for articles about a topic (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/topic/index.html,Como buscar artículos sobre un tema en PubMed.,False,MP4 Video,Quick Tour,1.0,PubMed,"Training Team, User Engagement Program",Everyone,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM
L003662112,PubMed: Buscar los últimos tratamientos para una enfermedad o trastorno | PubMed: Find the Latest Treatments for a Disease or Disorder (Spanish),https://youtu.be/b0a8591f7R4,Cómo buscar los últimos tratamientos para una enfermedad o trastorno en PubMed.,False,MP4 Video,YouTube Video,2.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L002708112,PubMed: Buscar los últimos tratamientos para una enfermedad o trastorno | PubMed: Find the Latest Treatments for a Disease or Disorder(Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/treatment/index.html,Cómo buscar los últimos tratamientos para una enfermedad o trastorno en PubMed.,False,MP4 Video,Quick Tour,3.0,PubMed,"Training Team, User Engagement Program",Everyone,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L004861112,PubMed: Find Articles By Author,https://www.youtube.com/watch?v=5qCMrXapRko,A brief tutorial on how to find articles by an author using PubMed (YouTube version).,False,MP4 Video,YouTube Video,3.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,12/18/2023 12:00:00 AM,12/11/2023 12:00:00 AM
L00673080,PubMed: Find Articles by Author (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesByAuthor_SCORM.zip,How to search for an author in PubMed using the search box and Advanced Search (SCORM version).,False,ZIP,SCORM Package,2.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,06/28/2024 12:00:00 AM,12/06/2023 12:00:00 AM
L003085112,PubMed: Find Articles by Journal,https://youtu.be/DaiwTZRbEy4,"A brief tutorial on how to find articles from a journal using PubMed.. For more educational materials on PubMed, see PubMed Online Training at https://www.nlm.nih.gov/oet/ed/pubmed/.",False,MP4 Video,YouTube Video,2.0,PubMed; Other,"Training Team, User Engagement Program",Everyone; Educator,11/20/2024 12:00:00 AM,11/20/2024 12:00:00 AM
L00679080,PubMed: Find Articles by Journal (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesByJournal_SCORM.zip,How to search for a journal in PubMed (SCORM version).,False,ZIP,SCORM Package,2.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM
L00674080,PubMed: Find Articles from a Citation (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesFromCitation_SCORM.zip,"Find an article from the author, journal source, publication date or other citation data using PubMed (SCORM version).",False,ZIP,SCORM Package,3.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,07/08/2024 12:00:00 AM,07/08/2024 12:00:00 AM
L00681080,PubMed: Find Articles on a Topic (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesOnTopic_SCORM.zip,How to craft a simple topic search of PubMed (SCORM version).,False,ZIP,SCORM Package,2.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM
L001241112,PubMed: Find articles by author,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/author/index.html,A brief tutorial on how to find articles by an author using PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM
L001243112,PubMed: Find articles by journal,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/journal/index.html,A brief tutorial on how to find articles from a journal using PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM
L001244112,PubMed: Find articles from a citation,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/citation/index.html,A brief tutorial on how to find articles from citation information using PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,07/08/2024 12:00:00 AM,07/08/2024 12:00:00 AM
L001242112,PubMed: Find articles on a topic,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/topic/index.html,A brief tutorial on how to find articles on a topic using PubMed.,False,MP4 Video,Quick Tour,1.0,PubMed,"Training Team, User Engagement Program",Everyone,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM
L003083112,PubMed: Find articles on a topic,https://youtu.be/xPy4tCr4j8Q,"A brief tutorial on how to find articles on a topic using PubMed. For more educational materials on PubMed, see PubMed Online Training at https://www.nlm.nih.gov/oet/ed/pubmed/.",False,MP4 Video,YouTube Video,1.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM
L00683080,PubMed: Find the Latest Treatments for a Disease (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindLatestTreatment_SCORM.zip,How to quickly find articles about treatment for a disease using PubMed (SCORM version).,False,ZIP,SCORM Package,2.0,PubMed,"Training Team, User Engagement Program",Educator; Developer,07/18/2024 12:00:00 AM,07/17/2024 12:00:00 AM
L003661112,PubMed: Find the Latest Treatments for a Disease or Disorder,https://youtu.be/Di8D-w7p-os,A brief tutorial on how to find the latest treatments for a disease or disorder using PubMed.,False,MP4 Video,YouTube Video,2.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L001245112,PubMed: Find the latest treatments for a disease or disorder,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/treatment/index.html,A brief tutorial on how to find the latest treatments for a disease or disorder using PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM
L003623112,PubMed: Get the Full Text for an Article,https://youtu.be/KCrzj0LNeYs,PubMed: Get the Full Text for an Article,False,MP4 Video,YouTube Video,2.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L00677080,PubMed: Get the Full Text of an Article (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_GetFullText_SCORM.zip,How to link to the full text from PubMed (SCORM version).,False,ZIP,SCORM Package,2.0,My NCBI; PubMed,"Training Team, User Engagement Program",Educator; Developer,07/11/2024 12:00:00 AM,07/11/2024 12:00:00 AM
L001246112,PubMed: Get the full text for an article,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/fulltext/index.html,A brief tutorial on how to get the full text for an article cited in PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,07/11/2024 12:00:00 AM,07/11/2024 12:00:00 AM
L003622112,PubMed: Guardar búsquedas y configurar alertas por correo electrónico | PubMed: Save searches and set up email alerts (Spanish),https://youtu.be/d4b_qVV_xp0,Siga estas instrucciones para crear una alerta de PubMed.,False,MP4 Video,YouTube Video,3.0,My NCBI; PubMed,"Training Team, User Engagement Program",Everyone; Educator,12/11/2023 12:00:00 AM,12/06/2023 12:00:00 AM
L002701112,PubMed: Guardar búsquedas y configurar alertas por correo electrónico | PubMed: Save searches and set up email alerts (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/alerts/index.html,Siga estas instrucciones para crear una alerta.,False,MP4 Video,Quick Tour,2.0,My NCBI; PubMed,"Training Team, User Engagement Program",Everyone,06/17/2024 12:00:00 AM,12/06/2023 12:00:00 AM
L003624112,PubMed: Obtener el texto completo de un artículo | PubMed: Get the Full Text (Spanish),https://youtu.be/W1D_x0C3BtA,Este video describe como obtener el texto completo de un artículo de PubMed.,False,MP4 Video,YouTube Video,3.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L002704112,PubMed: Obtener el texto completo de un artículo | PubMed: Get the full text of an article (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/fulltext/index.html,Como obtener el texto completo de un artículo de PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM
L003621112,PubMed: Save Searches and Set Email Alerts,https://youtu.be/FwMQcNVSBz0,How to save a search and email search results in PubMed.,False,MP4 Video,YouTube Video,2.0,My NCBI; PubMed,"Training Team, User Engagement Program",Everyone; Educator,12/11/2023 12:00:00 AM,12/06/2023 12:00:00 AM
L00680080,PubMed: Save Searches and Set Email Alerts (SCORM Package),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_SaveSearchesEmailAlerts_SCORM.zip,How to save a search and email search results in PubMed (SCORM version).,False,ZIP,SCORM Package,2.0,My NCBI; PubMed,"Training Team, User Engagement Program",Educator; Developer,06/28/2024 12:00:00 AM,12/06/2023 12:00:00 AM
L001247112,PubMed: Save searches and set email alerts,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/alerts/index.html,A brief tutorial on how to get alerts for articles on a topic using PubMed.,False,MP4 Video,Quick Tour,2.0,PubMed,"Training Team, User Engagement Program",Everyone,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM
L003781112,PubMed: Using the Advanced Search Builder,https://youtu.be/qdV2IlhFVlQ,Learn to use PubMed's Advanced Search features to refine your search with the example of a publication date range; and find journal and author names using the autocomplete feature.,False,MP4 Video,YouTube Video,3.0,PubMed,"Training Team, User Engagement Program",Everyone; Educator,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM
L001721112,PubMed: Using the Advanced Search Builder,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/advanced/index.html,Learn to use PubMed's Advanced Search features to refine your search with the example of a publication date range; and find journal and author names using the autocomplete feature.,False,MP4 Video,Quick Tour,3.0,PubMed,"Training Team, User Engagement Program",Everyone,03/18/2024 12:00:00 AM,03/15/2024 12:00:00 AM
L002368112,Public Health Webinar Series,https://www.nnlm.gov/training/class-catalog/public-health-webinar-series-archive,"In this series of webinars, NNLM will host a guest speaker to discuss a health information topic relevant to the public health workforce.",False,HTML,Webinar Source Page,Unknown,Public Health,Network of the National Library of Medicine,Everyone; Educator,05/14/2024 12:00:00 AM,04/23/2021 12:00:00 AM
L005807112,R4 Connections - The Power of Mental Health First Aid,https://www.youtube.com/watch?v=FNZ3syFjlTs,"Mental Health First Aid (MHFA) is an evidence-based, early intervention program that teaches individuals about mental health and substance misuse challenges. The course takes a person-first approach to supporting others and is grounded in the belief that recovery from a mental health or substance misuse issue is achievable.",False,MP4 Video,YouTube Video,60.0,Other; Public Health,Network of the National Library of Medicine,Everyone,03/14/2025 12:00:00 AM,03/14/2025 12:00:00 AM
L005810112,R4 Connections - Understanding and Using Generative AI: For Health Science Librarians,https://www.youtube.com/watch?v=-o8dpuUI-NQ,This presentation aims to provide a foundational understanding of how generative AI can be utilized so that individuals and organizations can make more informed decisions around their implementation.,False,MP4 Video,YouTube Video,71.0,Data Science,Network of the National Library of Medicine,Everyone,03/14/2025 12:00:00 AM,03/14/2025 12:00:00 AM
L004854112,"Race, Medicine, and Health in America - Lesson Plan",https://www.nlm.nih.gov/exhibition/education/RaceMedHealth/highereducation-about.html,"The Race, Medicine, and Health in America module is designed to introduce students to the intersecting narratives of race, environment, and health through the use of selected case studies: including lead poisoning, asthma, the Environmental Injustice Movement, the 1995 Chicago Heat Wave, and Hurricane Katrina.",False,HTML,Webinar Source Page,Unknown,History of Medicine,Exhibitions Team,Everyone; Educator,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM
L003363112,Rashes to Research: Scientists and Parents Confront the 1964 Rubella Epidemic: Impacts of the 1964 Rubella Epidemic - Lesson Plan,https://www.nlm.nih.gov/exhibition/rashestoresearch/education-lessonplan1.html,Students learn about the 1964 rubella epidemic in the United States through the Rashes to Research online exhibitions. They closely examine three primary sources featured in the exhibition in exploring how the epidemic impacted different groups of people.,False,HTML,Page,Unknown,K-12 Education; History of Medicine,Exhibitions Team,Everyone; Educator,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L004848112,Rashes to Research: Scientists and Parents Confront the 1964 Rubella Epidemic: Rubella Mothers as Moral Pioneers- Lesson Plan,https://www.nlm.nih.gov/exhibition/rashestoresearch/education-highered1.html,"""	 Rubella Mothers as Moral Pioneers UNIVERSITY MODULE This module has four classes in which students explore how the 1964 rubella epidemic reshaped cultural expectations about the “ideal” American family.""",False,HTML,Webinar Source Page,Unknown,History of Medicine,Exhibitions Team,Everyone; Educator,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM
L004942112,Refining and Expanding Your CDE-R Search: An NLM Navigator,https://www.nlm.nih.gov/oet/ed/navigator/cder2/launch.html,Use this NLM Navigator tutorial to refine and expand your search in the Common Data Element Repository (CDE-R).,False,HTML,NLM Navigator,Unknown,Data Management; Common Data Elements (CDE),"Training Team, User Engagement Program",Everyone; Educator,08/27/2024 12:00:00 AM,01/12/2024 12:00:00 AM
L003350112,"Renaissance Science, Magic, and Medicine in Harry Potter's World - Lesson Plans",https://www.nlm.nih.gov/exhibition/sciencemagicmedicine/education/index.html,"Renaissance Science, Magic, and Medicine in Harry Potter’s World presents the following instructional resources for educators in middle and high schools, and in higher education institutions. The resources provide instructional guides and materials that an educator may adapt in whole or in part, as he or she deems most appropriate for their students’ interests, level, and academic goals.",False,HTML,Page,Unknown,K-12 Education; History of Medicine,Exhibitions Team,Everyone; Educator,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L003706112,Report on the ClinicalTrials.gov Modernization Effort 2021-2022,https://www.nlm.nih.gov/od/bor/NLM_BOR_CTG_WG_Report_Final_102822_508.pdf,"Presents an update on the ClinicalTrials.gov Beta and Protocol Registration and Results System (PRS) Beta websites, progress made on the modernization strategic goals, stakeholder input received during the period, the modernization communication strategy, research undertaken to support the modernization effort, and future modernization activities.",False,PDF,Document,Unknown,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone,01/03/2023 12:00:00 AM,10/31/2022 12:00:00 AM
L001765112,Reporting Preprints and Other Interim Research Products,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-17-050.html,"Guidance on citing preprints in applications, claiming as products of award, and posting preprints, including considerations in selecting preprint repositories.",False,HTML,Page,Unknown,Preprints,Other NIH,Everyone,08/22/2024 12:00:00 AM,03/24/2017 12:00:00 AM
L003961112,Resources from the National Library of Medicine (NLM) for Rare Disease Day 2023,https://www.nlm.nih.gov/oet/exhibits/rdd/NLM_RDD_resources_2023.pdf,"Developed for attendees of Rare Disease Day at NIH 2023, the flyer lists NLM resources on searching for scholarly and scientific literature through PubMed, consumer health information through MedlinePlus and MedlinePlus en español, and genetic information through MedGen, Medical Genetics Summaries, GeneReviews, and NIH Genetic Testing Registry.",False,PDF,Document,Unknown,Clinical Medicine,"Training Team, User Engagement Program",Everyone,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM
L004701112,Revolutionizing Biological Research with the NIH Comparative Genomics Resource (CGR),https://www.nlm.nih.gov/oet/ed/ncbi/2023-10_comparative-genomics.html,"On October 26, 2023, Dr. Valerie Schneider, CGR project leader from the NCBI team, gave a webinar on how scientists can use the toolkit of interconnected, interoperable data and tools in CGR in their work, and how you can help further its mission by educating your community and connecting scientists with CGR.",False,HTML,Webinar Source Page,52.0,Genetics and Molecular Biology,"Training Team, User Engagement Program",Everyone; Educator,11/13/2023 12:00:00 AM,11/09/2023 12:00:00 AM
